number,value,params_dino_pipeline_clustering_clusterer_method,params_dino_pipeline_clustering_feature_processing_normalizer_method,params_dino_pipeline_clustering_k_selection_method,params_extractors_dino_v2_layer_name,params_extractors_resnet_layer_name,params_heuristic_settings_filter_params_filter_min_area_perc,params_heuristic_settings_generator_params_points_per_side,params_heuristic_settings_generator_params_pred_iou_thresh,params_heuristic_settings_generator_params_stability_score_thresh,params_heuristic_settings_k_heuristic_formulas_semantic_scale_factor,params_heuristic_settings_k_heuristic_formulas_structural_multiplier,params_resnet_pipeline_clustering_clusterer_method,params_resnet_pipeline_clustering_feature_processing_normalizer_method,params_resnet_pipeline_clustering_k_selection_method,params_resnet_pipeline_image_preprocessing_use_gaussian_blur,params_run_dino_pipeline,params_run_resnet_pipeline,params_validator_settings_semantic_threshold,params_validator_settings_structural_threshold,params_validator_settings_weights_clip_confidence,params_validator_settings_weights_dino_iou,params_validator_settings_weights_resnet_iou,state,user_attrs_avg_dino_iou,user_attrs_avg_resnet_iou,user_attrs_best_clip_confidence_any,user_attrs_best_dino_iou,user_attrs_best_resnet_iou,user_attrs_error,user_attrs_k_semantic_used,user_attrs_k_structural_used,user_attrs_max_clip_confidence,user_attrs_num_correct_segments,user_attrs_num_sam_masks,user_attrs_value
57,0.0,kmeans,root-norm,silhouette,blocks.7,layer3,0.007453326425332197,8,0.9317188354524786,0.9221335717236845,0.6827010917535428,2.0462597067638346,graph,l2,heuristic,False,True,True,0.419129222681703,0.5140319707986423,0.5002547441775586,0.1594479636180368,0.6059257611768029,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
58,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.004054098177002285,32,0.9497023278470138,0.9574991666843558,0.7281185984380077,2.6426969659410675,graph,root-norm,heuristic,True,False,True,0.6150582228853856,0.4090126979768418,0.3921524856060088,0.009718444344405355,0.1391783968350757,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
59,0.0,graph,root-norm,heuristic,blocks.11,layer2,0.008539703723452778,8,0.8855138094949087,0.968397353715684,0.7937178524476889,2.7773879180722165,kmeans,root-norm,silhouette,False,True,True,0.6428356299176947,0.662491757650547,0.6220628134051039,0.8924640280747739,0.4212496351453147,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
44,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.0023681894763773596,32,0.9678757641704976,0.9662341717817371,0.8307594885110311,1.6034986543491616,kmeans,l2,silhouette,False,True,False,0.7211507336779676,0.4138037481317627,0.7241595242158786,0.7875188276699059,0.9063203747428715,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
45,0.0,kmeans,root-norm,silhouette,blocks.11,layer1,0.0058870933158635995,32,0.8651025929855802,0.9747483495940716,0.7697522025380317,2.9257720428301215,kmeans,l2,heuristic,False,True,True,0.4219892504021349,0.5880876288656298,0.5350416037841079,0.9110872550871412,0.5624278408388589,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
46,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.004121442124363785,32,0.890044037229451,0.9312770521885647,0.907987549101937,1.8437159703448598,graph,root-norm,silhouette,False,False,True,0.4438778739837842,0.5235003339527748,0.41277446701011955,0.8063077627217817,0.9800815025775748,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
47,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.006309500760780326,8,0.8848459524574627,0.9436636018142451,1.1751901090328758,2.0098436094868766,kmeans,root-norm,silhouette,False,True,False,0.488056473862764,0.44087166668373146,0.1138280651600469,0.7367176373856651,0.8475504254595797,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
48,0.0,kmeans,root-norm,heuristic,blocks.7,layer3,0.0033431786369206825,16,0.8658756695235519,0.962347387418382,0.6590693191850823,2.307407477276492,graph,root-norm,heuristic,True,False,True,0.7332914871734028,0.6519119960169089,0.652942918890171,0.05957628311923968,0.7485125488572214,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
49,0.0,graph,l2,heuristic,blocks.11,layer1,0.005451817484465848,32,0.8980520214214149,0.9706289314673434,0.5885756955185323,1.924135502062891,graph,l2,silhouette,False,True,True,0.586330050167882,0.4806119223031422,0.4568643557073426,0.585317744177889,0.6662305422247592,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
50,0.0,kmeans,root-norm,silhouette,blocks.11,layer1,0.006918641105552157,8,0.9070841466634579,0.9404518555917984,0.5369918035363889,1.7478187425263327,kmeans,root-norm,heuristic,False,False,False,0.5414127195046695,0.5516644363788424,0.8017658942204594,0.4481610425764285,0.36881325525288555,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
51,0.0,kmeans,root-norm,silhouette,blocks.7,layer3,0.007127014402536168,32,0.9346190879903,0.9279147537846034,0.9698458486101704,2.7948274704549956,kmeans,l2,heuristic,False,False,True,0.4755079134429399,0.7348512727122758,0.5979782522448094,0.5173818422746768,0.5050684231145846,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
100,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.005582808437427868,32,0.9736613603087035,0.9292731664607382,0.8653725282978948,2.2194293478957277,kmeans,root-norm,heuristic,False,True,True,0.7263542827134545,0.695336691931628,0.22245107626243454,0.7712126783802147,0.23201123736862003,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
101,0.0,graph,l2,silhouette,blocks.7,layer1,0.001547943311361941,8,0.9625972079026546,0.97522045773586,0.5051362768154153,2.4660304889514673,graph,l2,silhouette,True,False,False,0.5081282468026527,0.5228577748844527,0.9266956502443755,0.8672588844756637,0.028842384595237785,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
102,0.0,graph,l2,silhouette,blocks.7,layer1,0.006072224195172674,8,0.9528843497668992,0.9663198566525328,0.763487364366201,2.3128211078649406,graph,l2,silhouette,True,False,False,0.5242327259322114,0.4998709807221235,0.9584355927758633,0.5600726167901839,0.058084404079316074,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
103,0.0,graph,l2,silhouette,blocks.7,layer1,0.001235349146742762,8,0.9712723694423909,0.9716373720341202,0.6087101612793578,1.9069596969041998,graph,l2,silhouette,True,False,False,0.5505504940388184,0.48979408878379965,0.975266450177324,0.6331195894690937,0.017157657925967698,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
104,0.0,graph,l2,silhouette,blocks.7,layer1,0.0021927261923931625,8,0.9330179937263086,0.973477912024707,0.6441389813632938,1.9754942787025096,graph,l2,silhouette,True,False,False,0.49296722762481854,0.46606548268151093,0.5919153079698246,0.9784763438581668,0.07278418552657594,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
105,0.0,graph,l2,heuristic,blocks.7,layer1,0.001071897542220286,16,0.9218377686417044,0.9784305076728552,0.6931990793073324,2.034258181573614,graph,l2,silhouette,True,False,True,0.47900200418824285,0.48062206689624953,0.901524420407937,0.36489907133549637,0.7672423267726535,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
106,0.0,kmeans,root-norm,heuristic,blocks.11,layer2,0.0027273884433776712,8,0.8766773783456316,0.9217952970044975,0.6204118138391124,2.0706986870812054,graph,root-norm,heuristic,False,True,False,0.5334990790012138,0.42071703265793253,0.9952624732985501,0.3378978503756205,0.004556685690502882,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
107,0.0,graph,l2,silhouette,blocks.7,layer1,0.004742135395923452,32,0.8679593324239842,0.9700853813496665,0.5759812622760336,2.7622957604383163,kmeans,l2,silhouette,False,True,True,0.43952167332171244,0.5123186906245385,0.8563297511699304,0.019262953239945587,0.8933525447501566,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
92,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.006963454255114931,8,0.8880988439102006,0.9491246548020503,1.0705763292823232,2.997914426329172,graph,root-norm,heuristic,True,True,False,0.46291083836895813,0.4709738136940353,0.3674701183260563,0.41244917090171085,0.04227235624751477,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
93,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.007361885269121055,8,0.8855391666399327,0.951822905456631,1.164967100851852,2.7682668375864323,graph,root-norm,heuristic,True,True,False,0.43582292178087,0.4533518387696012,0.2846446643170327,0.9106997343084137,0.15553182919819467,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
94,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.007823802984671165,8,0.8717877986244202,0.9461945712038913,1.1359540916994562,1.8526124603682605,graph,root-norm,heuristic,True,True,False,0.45611301181196695,0.4297079387521211,0.401329100798638,0.22746232426184643,0.0878662191673455,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
95,0.0,graph,root-norm,heuristic,blocks.7,layer2,0.006453652719012576,8,0.8597591733358002,0.9739929001895724,0.6724931506373628,2.877665211732359,graph,root-norm,heuristic,False,True,True,0.7028931524771009,0.670864647847228,0.3648847668516776,0.06985001380898617,0.6697962680649773,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
96,0.0,kmeans,l2,silhouette,blocks.11,layer1,0.007577916192005264,32,0.9286770258959383,0.9618726007165553,0.7813271275432564,2.8367067031045616,kmeans,l2,heuristic,True,False,False,0.4992723435888728,0.5573044247095015,0.5204046837164358,0.49655064931609905,0.13311014277147956,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
97,0.0,kmeans,root-norm,heuristic,blocks.7,layer3,0.003601717618451321,8,0.8658746547811063,0.9558907974549267,0.8046911153230369,2.7097569910685038,graph,root-norm,silhouette,False,True,True,0.7391840431745816,0.44102902882631384,0.32104569584386144,0.819645041756761,0.6314467598037132,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
98,0.0,graph,root-norm,heuristic,blocks.11,layer2,0.009963690715869292,16,0.8800168402113596,0.9634200383967861,0.7315951785157572,2.163902301989671,kmeans,root-norm,heuristic,False,True,True,0.40645460802586125,0.4610352707267771,0.061640203775912165,0.13893136014568888,0.5501564307422824,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
99,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.008086664213684761,8,0.8625083222863188,0.9422585122226159,0.8252517407348592,2.9348904541873857,graph,l2,silhouette,True,False,False,0.42397339356098107,0.5397147615883724,0.25865611804962685,0.6718636789336775,0.5060735411443096,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
84,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.0016788565181308488,16,0.9367837460492504,0.9449853433558792,0.7290759436622312,2.2572089602333207,kmeans,root-norm,silhouette,False,False,True,0.599627612908677,0.6248327917193598,0.07688568262031154,0.09618207805216228,0.21709556519047754,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
85,0.0,graph,l2,silhouette,blocks.7,layer1,0.007295597342061276,32,0.8940337812189935,0.9262267889288377,0.7497571661596112,2.0019881343536823,kmeans,root-norm,heuristic,False,False,True,0.6489243247655525,0.6015083035309121,0.12445973870640548,0.03976609284456585,0.10549565088795365,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
86,0.0,kmeans,root-norm,heuristic,blocks.11,layer3,0.007794240469491992,8,0.9208990820935055,0.9482330666289698,0.7079880311603297,2.9159389518657353,kmeans,l2,silhouette,False,False,True,0.5109527184082663,0.7298640040711577,0.13994435497206695,0.778779657912023,0.31343500909613786,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
87,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.004319726855273988,32,0.9103813344136262,0.9044900664191647,1.1108916974757508,2.424781750493161,graph,root-norm,heuristic,False,True,False,0.6232191691731951,0.573549559446433,0.40917089890410513,0.26950226503320374,0.6974751847697322,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
88,0.0,graph,l2,heuristic,blocks.11,layer2,0.009125990064304266,8,0.880363601518509,0.9597648107253501,0.8349648995528387,2.942763723574166,kmeans,l2,silhouette,False,True,True,0.6821558057128682,0.6129059418050848,0.46498727540233825,0.7170080478295094,0.4166059957192841,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
89,0.0,kmeans,root-norm,silhouette,blocks.7,layer1,0.00867510669508416,16,0.8683846114879205,0.9106969566904927,1.0313725789861623,2.5935228009938793,graph,root-norm,heuristic,True,False,True,0.7094936613840813,0.6562063356226062,0.33857130972321814,0.9473570719485358,0.27999708575655496,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
90,0.0,kmeans,l2,heuristic,blocks.11,layer3,0.002989716849456053,32,0.947289992956423,0.976937176435127,1.0031525955399514,1.5577186898350004,kmeans,root-norm,silhouette,False,True,False,0.47240500146862824,0.41104771772312954,0.6310726861235847,0.8371392398079675,0.3447857584713524,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
91,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.008163740740600197,8,0.8761782373552596,0.9530636759264637,1.1913777817685638,2.815137626160963,graph,root-norm,heuristic,True,True,False,0.44751370192846784,0.44536742876735,0.47626751496234415,0.8854289285070027,0.10856925272884482,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
76,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.007902224320869407,8,0.8903803957609324,0.971955664994461,0.6711480848365603,1.9608831357874528,graph,l2,heuristic,False,True,True,0.7271708028060655,0.43776541395023166,0.8631945111774689,0.31579460040448937,0.8579145616034543,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
77,0.0,graph,root-norm,heuristic,blocks.11,layer1,0.006283858820601589,32,0.8741684650488952,0.9581081072119069,0.7006956446344669,2.8188309468604666,kmeans,root-norm,silhouette,False,True,True,0.7433433596850723,0.45476590998376015,0.5710280063782288,0.09102212826307696,0.9450788583794555,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
78,0.0,kmeans,l2,silhouette,blocks.7,layer1,0.008170514256276868,16,0.899746604474987,0.968191102390495,0.7412423198689277,2.8665299413981717,graph,root-norm,heuristic,True,False,False,0.6900142560486879,0.4850944630794116,0.5261883898032377,0.998599888884763,0.7888575429830499,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
79,0.0,kmeans,root-norm,heuristic,blocks.11,layer2,0.006014496191405758,8,0.9345908375380488,0.9084389047369597,0.8120611717006608,1.70148517358291,kmeans,l2,heuristic,False,True,True,0.6673945139428552,0.5025883123063928,0.7646297422162005,0.3842688210344082,0.13832962037077712,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
80,0.0,kmeans,root-norm,heuristic,blocks.7,layer3,0.0055386807643557955,32,0.8830693783237928,0.9135700671104707,0.8481293929451675,1.8024632994449135,graph,root-norm,silhouette,False,True,False,0.5962649133556424,0.7451132196082054,0.21360933369498541,0.18661321323821337,0.03703864427170711,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
81,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.008725152476752629,16,0.9147355717167079,0.9371557811006506,0.8947549104011708,2.9638586144712016,kmeans,root-norm,silhouette,False,False,True,0.6100975822842762,0.6724877294959684,0.10847903015492802,0.04125683027086487,0.19809029655013222,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
82,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.0075743084315411085,16,0.9238760198361232,0.9412426185568803,0.7638683516646919,2.907718360303987,kmeans,root-norm,silhouette,False,False,True,0.5613409928223732,0.6438748488073511,0.43821471669114237,0.001236081413265075,0.17158775397475517,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
83,0.0,graph,root-norm,heuristic,blocks.7,layer1,0.00843194757751358,16,0.8546659105309774,0.9322307877313376,0.7932867492717504,2.9811704546404205,kmeans,root-norm,silhouette,False,False,True,0.5734212579803631,0.6883428673681337,0.03828828809811166,0.15963016441045538,0.24779284277276611,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
132,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.005333290393884478,8,0.862180858498076,0.9261111938504026,0.5757939974731902,2.265511679251237,kmeans,root-norm,silhouette,False,False,True,0.44236693949077477,0.5766946024418149,0.14488907772461807,0.6603798463731678,0.3556343900084834,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
133,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.005045540114315406,8,0.857485302699502,0.9279145053762591,0.725297567436362,2.0649744739550324,kmeans,root-norm,silhouette,False,False,True,0.5726472053227992,0.6276908122830879,0.09129219557630625,0.62754233960442,0.41355514790246184,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
134,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.007212726239579164,8,0.897049133178921,0.9181710958757778,0.5187435928993459,2.2704822863483525,kmeans,root-norm,silhouette,False,False,True,0.4731336411270899,0.6429236681055448,0.20677262088746046,0.7655556766747683,0.9961502056740865,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
135,0.0,kmeans,root-norm,heuristic,blocks.11,layer1,0.0042765492463586584,8,0.922918429636508,0.9535146830926229,0.7367572513071856,2.9202395777482835,graph,root-norm,silhouette,False,False,True,0.4286403251517326,0.6061726885140039,0.23311077615863812,0.591372676440708,0.3835217508920812,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
136,0.0,kmeans,l2,silhouette,blocks.7,layer2,0.0074899402391130025,8,0.8787388274218775,0.9630411570714601,0.7064403610603837,2.993581141577925,kmeans,root-norm,silhouette,True,True,True,0.4848269325791913,0.4781625741062054,0.3900068022323385,0.826835755376451,0.2638426475003081,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
137,0.0,graph,root-norm,heuristic,blocks.11,layer1,0.004698040502470292,32,0.8519259306362917,0.9359394911220331,0.7491472229488783,2.2899829271386483,graph,l2,heuristic,False,False,False,0.4037607588250556,0.6532157546243625,0.3328332062808796,0.6477354563825427,0.5782358504845497,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
138,0.0,kmeans,l2,heuristic,blocks.7,layer1,0.009479567482835394,16,0.8710180441859358,0.977732438740447,0.8159359890529497,2.330487113309289,kmeans,root-norm,silhouette,False,True,True,0.6866698530222978,0.41774910786079805,0.5070755550737824,0.6937557781323737,0.3057683362438852,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
139,0.0,kmeans,root-norm,silhouette,blocks.11,layer3,0.008962451022324286,8,0.8818658698900389,0.9694963683771589,0.7876832230497051,1.643477085392178,graph,root-norm,heuristic,True,False,True,0.5624395849743538,0.5856905370498782,0.46432785657971704,0.5425810329534815,0.15563597677019925,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
124,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.004535404687982705,32,0.9012252282836235,0.9596789187837966,0.928356275395068,2.1049458418202045,graph,root-norm,silhouette,False,False,True,0.579260778954857,0.5591584806696536,0.835967328709155,0.303637615945252,0.8257734592557685,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
125,0.0,kmeans,root-norm,heuristic,blocks.7,layer2,0.007755474835573431,8,0.8794721812065032,0.9570251853170314,0.9633180146746134,1.993906460084649,graph,root-norm,silhouette,False,True,True,0.6429885669290023,0.5955585290614064,0.38019692113778886,0.895951247680988,0.935180593760114,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
126,0.0,kmeans,l2,heuristic,blocks.11,layer3,0.00970716715324412,32,0.9659065082350721,0.9042009861871722,0.7654748226792086,2.0386035684194903,kmeans,root-norm,heuristic,False,False,True,0.636177234672721,0.7070893376026058,0.8763043721382395,0.36158086123053573,0.5454651128795621,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
127,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.009727266841290619,16,0.8911600976733608,0.9502953160765286,0.8672021819778537,2.182528180031019,graph,l2,silhouette,True,True,False,0.6540344986334021,0.45149318980159636,0.8128338616298418,0.8473794313296878,0.6254794356999407,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
128,0.0,graph,l2,heuristic,blocks.7,layer2,0.0023380836733960493,8,0.9148129536358527,0.9077941188968004,0.8421714842730927,2.8661538158723525,kmeans,root-norm,heuristic,False,False,True,0.720757983153037,0.5087401591153734,0.008943794943856775,0.01582639623290532,0.5203891016265678,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
129,0.0,kmeans,root-norm,silhouette,blocks.11,layer1,0.007975622857757122,32,0.9385862803909255,0.9670822664313398,0.8024152912963898,2.734245155523578,graph,root-norm,silhouette,False,True,True,0.6735566027863298,0.4452312861431605,0.35299076398785256,0.5106152587058661,0.4837617418385386,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
130,0.0,graph,l2,heuristic,blocks.7,layer3,0.005905264660361873,16,0.8878502207995237,0.9332805071717379,0.9835385660006931,1.7348484976284593,kmeans,l2,heuristic,True,True,False,0.6627135177187172,0.6659714321231149,0.7547904294348066,0.09426721995077822,0.7387033496420191,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
131,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.005715050976542867,8,0.8527667050026531,0.922635713357733,0.5945551274421552,2.527005199080666,kmeans,root-norm,silhouette,False,False,True,0.4154453830160762,0.6149301071223596,0.3050744338315806,0.7200989472070051,0.3351832187217387,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
116,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.007126412930247624,8,0.9792842326462761,0.9257545557113321,0.7494431253037133,1.8884731389887621,kmeans,root-norm,silhouette,True,True,True,0.48136526812444697,0.6201038357963294,0.17123354867017276,0.7474613859576933,0.7649778605123096,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
117,0.0,graph,root-norm,silhouette,blocks.7,layer3,0.0051906737736872755,32,0.9046695076921898,0.9442093157211437,0.9861478751563907,2.1307735701696164,graph,l2,silhouette,False,False,False,0.6951003023640849,0.457162618627014,0.7260985871871213,0.9170533169328621,0.8596551339875222,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
118,0.0,kmeans,l2,heuristic,blocks.11,layer2,0.006082367994061787,16,0.8961434978418106,0.9685315957921276,0.5452723265222184,2.3415358794852494,kmeans,root-norm,heuristic,False,True,True,0.5879214060332247,0.6053880841036152,0.4448172635268193,0.285333334159114,0.7028296757354239,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
119,0.0,kmeans,root-norm,heuristic,blocks.7,layer1,0.006868741381387075,8,0.8815381077808456,0.9165799025664059,0.8986687488549767,2.233136781640757,graph,l2,silhouette,True,False,True,0.5315555212457704,0.6482446341099286,0.7521446413830131,0.3972822132283055,0.43932103976079656,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
120,0.0,graph,l2,silhouette,blocks.11,layer1,0.003111108658380699,32,0.8917603018380479,0.9799187395486089,1.0924131398581451,2.9479444581544105,kmeans,root-norm,heuristic,False,True,False,0.4949816206738131,0.5702420821875183,0.9623355232162574,0.6824301253694585,0.08906419398793508,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
121,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.009250472915975333,32,0.8753937597277737,0.9656481362860296,0.9247272317250539,1.9650931226748252,graph,root-norm,silhouette,False,False,True,0.6343690595658383,0.4338528466985202,0.9153218879483472,0.32857432126746045,0.6474751902440316,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
122,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.008645351654330922,32,0.8868942406012663,0.9644426509860569,0.9459070622436969,1.8141911768010024,graph,root-norm,silhouette,False,False,True,0.6049432387210517,0.5500009377589837,0.7951683133287532,0.4482802732886032,0.6800248992918704,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
123,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.008794252859060363,32,0.9114887754443821,0.9724641878162382,0.8904120423206826,1.9357915847884497,graph,root-norm,silhouette,False,False,True,0.6177045504695721,0.5890488521935612,0.5734424595687229,0.729742703954455,0.7211312146766771,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
108,0.0,kmeans,root-norm,heuristic,blocks.11,layer1,0.008324334942019822,16,0.956421743868413,0.9027787111509081,0.7163037662399907,2.6810730505377833,graph,root-norm,silhouette,True,False,True,0.45261460449176955,0.5434837417796758,0.8849339951883416,0.4318053329163617,0.5893293003982221,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
109,0.0,kmeans,l2,heuristic,blocks.7,layer3,0.006709722524060862,8,0.9417637740023798,0.9385854336952208,0.5571323167215044,2.8957957456325323,kmeans,l2,heuristic,False,True,False,0.4620980606963854,0.5829534115805975,0.6741457286962781,0.9399646657662226,0.29430606203139664,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
110,0.0,graph,root-norm,heuristic,blocks.11,layer2,0.003952364893091497,32,0.916968211526052,0.919171120746213,0.7836617465736269,2.8085458818962756,graph,root-norm,silhouette,False,True,True,0.7132186152747074,0.5951826690601909,0.4265959614397916,0.47242096940271466,0.17349315603636284,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
111,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.0056678463664758,32,0.9003563862742734,0.9108351486400202,0.9456032180940372,2.3719198807532633,kmeans,root-norm,silhouette,False,False,True,0.490495889993629,0.5612529418100094,0.8885995226795727,0.5313486866957662,0.7265287786074875,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
112,0.0,kmeans,l2,heuristic,blocks.11,layer1,0.005360357823489241,32,0.8569462396149083,0.9061206477511546,0.913357143806307,2.5892641924111355,kmeans,root-norm,silhouette,False,False,True,0.7489701999993631,0.5799138705537902,0.816639233584197,0.6160662175803105,0.8091364051917672,COMPLETE,0.0,0.0,0.0,0.0,0.0,,3,2,0.0,0,2,0.0
